Bahnaric,Vietnamese,pos,theme
pơmat,hôi,t.,food
pơmat,hối,đ.,food
pơmat,khổ,t.,animal
pơmat,nghèo,t.,time
pơmat,đau,đ.,animal
pơmgăl,chính,trđt.,time
pơmi,cười,đ.,ill
hơ bĕn blăng,quần âu,d.,food
pơmâng,lắng nghe,đ.,animal
hơ bĕn kơjeng,quần âu,d.,time
hơbĕn tehđak đe,quần âu,d.,animal
hơ băm ep,quần âu,d.,place
pơn,để,Gt.,time
pơn,đố,đ.,animal
pơnam,chuyên cần,t.,animal
pơnam,cần cù,t.,food
pơnam,siêng,đ.,ill
pơnam kơ hŏk,siêng học,dtr.,food
pơnam kơ jang,siêng làm,dtđv.,time
pơng,nói,đ.,time
pơng kơ đinh,đóng đinh,đ.,time
pơngach,để nguội,dtđv.,food
hơ băn che,quần âu,d.,body
pơngeng,chăm chú,đ.,ill
pơngeng,nấn nót,thđ.,body
pơngeng,nắn nót,đ.,animal
pơngie`l,đùa giỡn,đ.,place
pơngiĕl,đùa,đ.,time
pơngiĕl,đùa giỡn,đ.,animal
pơnglĕi,bằng phẳng,t.,animal
hơ băn tai,quần âu,d.,body
hơ băm đôt,quần cụt,d.,place
pơngo,bỏ đói,đt.,animal
hơ băn kăl sŏng,quần cụt,d.,place
hơ băn kơ đeh,quần cụt,d.,animal
pơngô,cặm cụi,đ.,body
pơngôi,trông,đ.,time
pơnhan,cái bát,st.,ill
pơnhan,cái chén,t.,animal
hơbăn ka sŏng,quần cụt,d.,place
pơnhen,khảo,đ.,place
pơnhen,kỹ,t.,body
pơnhen,kỹ càng,t.,food
pơnhung tơmam sa,ngộ độc thực phẩm,trt.,ill
pơnhŭl,ngộ độc,đ.,animal
kông lôk tih bât đak dơxĭ,quần đảo,d.,body
pơni rŏk,giả,t.,body
klôt,quần đùi,d.,food
pơnuh,nghèo,t.,time
kuân sư,quân sự,d.,time
pơnul,tròn,t.,animal
pơnung,chỗ heo đầm,trđt,place
bong,quan tài,d.,time
pơnung,ŭ,trđt,animal
pơnung,ủ,đ.,food
pơnung,ử,dtđv.,food
pơnâng,vung,đ.,food
pơnâr măt mêng,cánh bướm,dtr.,place
pơnê,cảm ơn,đ.,ill
pơnê,nhạo,đ.,body
pơnê,ơn,đ.,food
mŭng,quang,d.,place
kuang,quang,d.,ill
quang,quang,d.,body
pơnăr klang kok,cánh cò,lt.,food
pơnăr măt mêng,cánh bướm,cpl.,time
lơluơ̆ng,quang đãng,d.,ill
pơnŭng,còn non,d.,food
pơnŭng,non,t.,ill
bôm,quáng gà,d.,place
plim măt 'yĕr,quáng gà,d.,place
pơol,vịn cớ,dtr.,food
plim măt yĕr,quáng gà,d.,ill
pơpan,leo lên,trđt,time
pơpe ̆t,nắm,đ.,animal
pơpe`t,bóp,đ.,food
pơpel,hay làm,lt.,ill
pơpi anhui,hun,đ.,animal
pơpi anhui kơne,hun chuột,thđ.,place
pơpro ̆ l,loay hoay,đ.,time
pơprŏl,loay hoay,đ.,ill
pơprơ̆l,loay hoay,đ.,ill
pơprơ̆n,cố đi,dtr.,time
pơpu,vo,đ.,body
pơpuh,giục,đ.,time
pơpuh,thúc đi,trđt,body
pơpôi,dồn,đ.,body
pơpông,nở,đ.,body
pơpĕnh,thao,đ.,body
pơpĕt,nắm,đ.,ill
pơpơm,làm bộ,đ.,food
pơpơm,làm hộ,thđ.,time
dal,quanh,d.,place
duĭr,quanh,d.,food
dăr,quanh,d.,place
pơre,xếp,đ.,place
pơrna,nói,đ.,body
pơro,dẫn nước vào ,dtr.,food
pơro,làm,đ.,time
jih,quanh,d.,ill
pơrpi anhui,hun,đ.,body
rok jih,quanh,d.,ill
pơrĕng,dọc,t.,time
pơrĕng,xếp hàng,đ.,body
pơrŏ,làm oai,đ.,body
pơrŏ,oai vệ,t.,ill
wang,quanh,d.,food
pơrŏ,éo,dtr.,food
pơrơ̆ng,cố,đ.,animal
pơrẽng,dọc,t.,ill
đŏng,quanh,d.,body
dar,quanh,d.,place
drŭt,quanh,d.,time
kơdih,quanh,d.,food
pơsuh,vũ,đ.,animal
pơsĕl,lẻ loi,t.,place
pơsư̆,kế thừa,đ.,place
pơsư̆,tích,đ.,food
pơsữ,kế thừa,đ.,animal
pơtao,hậu,t.,animal
'long,que,d.,time
pơtao,táo,đ.,place
drăng,que,d.,time
pơthi,thi,đ.,animal
pơtho,khuyên bảo,đ.,body
pơtih,ví,đ.,time
pơtil,tả,đ.,place
pơting,học,đ.,body
pơting,so sánh,đ.,ill
pơting,đọ,đ.,place
pơto`,hâm,đ.,body
pơto`k,bị hỏng,cpl.,food
pơto`l,gò mốì,thđ.,animal
pơnai,que,d.,body
pơtruh,thưa,đ.,body
rơpeh,que,d.,animal
long,que,d.,ill
pơtrŏ,qua chuyện,đ.,time
pơtrŏ,sửa lại,đ.,time
pơtrơp,nối,đ.,body
pơtuah,dèm pha,trt.,animal
pơtuah,dụ dỗ,đ.,time
pơtual,làm hề ,lt.,food
pơtâp,dục,đ.,time
pơtôch,nhọt,t.,place
pơtôm,kê,đ.,place
pơtõ,hâm,đ.,place
pơtõ,hâm lại,trt.,animal
pơtõ,đo,đ.,place
pơtõ na chu`n,đo ruộng,st.,animal
pơtă,dặn,đ.,time
pơtă,dặn dò,đ.,food
pơtă,dặn lời,thđ.,animal
pơtăl,từng lớp,đt.,place
pơna,que,d.,body
‘long,que,d.,food
pơtăm,trông,đ.,ill
pơtĕm,dán vào,đt.,place
pơtĕm,dính vào,trđt,place
pơtŏ,hâm lại,lt.,body
apung,quê,d.,ill
pơtŏ,đo,đ.,place
pơtŏ na chŭn,đo ruộng,d.,ill
pơtŏ tăp dăr,đơn vị đo diện tích,Th.,time
pơtŏk,bị hỏng,lt.,animal
pơtŏl,gò mối,st.,place
pơtŏl,gò mốì,d.,animal
dêh,quê,d.,food
pơtơl,lên cơn ,dtđv.,food
pơtơm,trước,Gt.,place
hơnih,quê,d.,ill
pơtơm mât blu`ng,khai ưường,dtđv.,time
kuê̆,quế,d.,ill
pơtơ̆p,huấn luyện,đ.,ill
pơtẽm,dính vào,trt.,place
pơtồch,kết thúc,đ.,ill
pơtổt,cản trở ,d.,ill
pơtỡp,huấn luyện,đ.,ill
pơvang,bao vây,đ.,time
pơvao,diễn,đ.,animal
pơvao,tự hiểu,st.,animal
pơvat,đủ bữa nay,trt.,food
pơver,nói bóng,đ.,animal
pơver,nói riêng,cpl.,food
pơvir,ngụy trang,đ.,time
pơvvẽch măt,diễn xiếc h,Th.,place
kuê̆ ,quế,d.,place
apung,quê hương,d.,ill
pơxat linh,nghĩa trang liệt sĩ,Th.,time
pơxe,mỉa mai,đ.,animal
pơxoch,kéo dài ra,lt.,ill
ar,quê hương,d.,ill
pơxuât,nhộn,đ.,animal
chơgŏk,quê hương,d.,place
pơxuỡt pơxuăt,đi lại,đ.,time
pơxăr,bịa,đ.,place
pơxĕi,vẹt,đ.,time
pơxĕl,hoang vu,t.,ill
hut,quê mùa,d.,time
pơxư̆,lưu truyền,đ.,time
pơxẽl,hoang vu,t.,body
hơmăt,quỉ,d.,animal
kiăk,quỉ,d.,animal
kyak xơmat,quỉ,d.,place
pơyeh,nũng nịu,đ.,food
pơyua,bo ích,cpl.,time
pơyua,bổ ích,t.,place
pơyâr,chuyền,đ.,time
pơđam,nhắm,đ.,place
xa măt,quỉ,d.,food
pơđam,đặt,đ.,place
pơđang,hoàn tất,đ.,food
pơđang,đặt ngửa,trđt,animal
pơđe,ung,đ.,place
pơđep,sai khiến,đ.,ill
hơtŏu,quỉ,d.,time
pơđi`,hết,đ.,body
pơđi`,kết luận,đ.,animal
pơđum,dấm,đ.,place
pơđurti,dấm,đ.,food
pơđôh,nổ,đ.,animal
pơđôh brum phao,nổ đạn,Th.,food
pơđông,thả nổi,đ.,food
pơđă,đoán,đ.,body
pơđă,đóan,lt.,ill
pơđăng,kéo dài,đ.,animal
pơđăp,bàn bạc,đ.,animal
pơđăp,thảo luận,đ.,food
yang kơ nê̆,quỉ,d.,body
pơđĕch,tranh thŭ,Th.,time
pơđĕch,tranh thủ,đ.,food
pơđĩ,hết,đ.,ill
yang kơ nơ̆,quỉ,d.,place
pơđĭ,hết,đ.,ill
pơđĭ,kết luận,đ.,ill
pơđĭ,lĩnh,đ.,animal
pơđĭ,xuyến,đ.,food
pơđŏu,trò chuyện,đ.,ill
yang rơnê̆,quỉ,d.,food
pơđơ`m,trắm,đ.,body
lêh lêm,quỉ,d.,time
kơ,quốc,d.,time
teh,quốc,d.,body
pơđơ̆k,học,đ.,place
tek,quốc,d.,food
the,quốc,d.,time
pơđơ̆m,trắm,đ.,food
đak,quốc,d.,animal
pơƀrơih,hại người,dtr.,ill
pơ̆,cựa,đ.,animal
pơ̆,quậy,đ.,ill
pơ̆,đậy,đ.,body
char,quốc,d.,body
deh,quốc,d.,time
pơ̆h,bảy,st.,body
dêh,quốc,d.,place
pơ̆k,chòi,đ.,place
hla,quốc,d.,body
pơ̆m,làm,đ.,body
pơ̆n,quàng,đ.,body
pơ̆ng,đóng nêm,dtđv.,ill
pơ̆ng,đục,t.,time
pơ̆ng kơ đĭnh,đóng đinh,đ.,food
pơịrot,thi đua,đ.,time
pưl,hói,đ.,food
pưl,trọc,đ.,food
hơdrĕch,quốc,d.,body
pỗ,kết,đ.,food
pỡ,đậy,đ.,animal
pỡxư̆,lưu truyền,đ.,ill
pợtrêu pơtrao,thưa ,dtđv.,ill
pữlpăl,rối,đ.,food
qui,quy,đ.,place
ra,biệt,t.,place
trong,quốc,d.,place
ra,góp,đ.,animal
kuô̆c,quốc,d.,ill
ra,quyên góp,đ.,body
ra jên,góp,đ.,body
kuô̆k,quốc,d.,ill
rah,mình,đt.,food
rah,tiêu,đ.,time
rah,tự mọc,thđ.,body
tĕh,quốc,d.,ill
rah rỉng,theo nhịp điệu,Th.,time
rai,cẩng,Th.,time
teb'đak,quốc gia,d.,ill
rai ie` ie`ch,càng ít,dtr.,time
rai iĕ iĕch,càng ít,cpl.,place
rak,tái,t.,body
rak muh măt,tái mặt,Th.,place
ram,tồi,đ.,animal
rang,láng,đ.,food
kôpal,quốc gia,d.,body
kơpal the đak,quốc gia,d.,ill
wĕi teh đak,quốc phòng,d.,ill
rang,óng,t.,body
wĕi the đak,quốc phòng,d.,animal
re,am,đ.,body
kuôc phong,quốc phòng,d.,ill
re,thanh,t.,place
re,âm,t.,place
bơnat,quý,d.,place
mơnat,quý,d.,ill
re pơ ayoi,ngân,đ.,food
re pơ ayoi,ngân vang,đ.,time
re`i,bón,đ.,time
gi`t,quý,d.,animal
re`o,cái gùi,dtr.,food
rec,cà răng,dtđv.,food
reh,bỉ,đ.,food
găl,quý,d.,time
reh,gẩy,đ.,ill
reh,rẻ,t.,time
reh,sàng,đ.,body
gĭt,quý,d.,place
jên,quỹ,d.,time
reh anhŏng têch kŏreh dêh,rẻ,t.,animal
rei,gieo,đ.,time
rei,xạ,đ.,time
lêm,quỷ,d.,body
rek,cắt,đ.,time
bri,quỷ,d.,food
kuy chuân,quy chuẩn,d.,food
rek hla ar,cắt giấy,trđt,animal
rel,thanh,t.,time
reng,cái,dtđv.,food
reng,rui nhà,cpl.,ill
reng,trăm,st.,animal
reng,từ từ,t.,place
reng reh,thêu,đ.,food
reng yak,bước  từ từ,dtđv.,ill
reng yak,bước từ từ,trt.,place
reo,cái,dtđv.,ill
reo,cái gùi,thđ.,place
reo,gùi,đ.,food
ret,cưa,đ.,ill
ret,cắt,đ.,place
ret hla ar,căt giấy,thđ.,animal
rhan,nguyện,đ.,food
rhei,đám,dtđv.,body
tơdrong,quy mô,d.,food
ayăt,quyền,d.,animal
ri,ri,đt.,place
rim,mọi,thđ.,time
rim pơgê,mỗi buổi sáng,dtđv.,food
rim rôm,gầm,đ.,animal
ring rông,rất độc,cpl.,time
iŏk,quyền,d.,time
ro ̆ l,xay,đ.,body
ro ̆ l anhe ̆m,xay thịt,dtđv.,food
ro`,diệu,đ.,body
jang,quyền,d.,place
mơ,quyền,d.,place
roch,mổ,đ.,body
roch,tẻ,đ.,animal
roi,báo,đ.,food
yua,quyền,d.,food
roi,con ruồi,dtđv.,body
roi,dự,đ.,animal
kueân,quyền,d.,place
roi,kê,đ.,body
roi,lể,đ.,animal
roi,phán,đ.,body
roi,phân,đ.,place
kuiên,quyền,d.,body
roi,thể,đ.,food
roi,tin,đ.,time
roi,ép,đ.,ill
roi,đi,đ.,ill
roi giông,chuyện cổ tích,lt.,body
roi h'mon hyĕt,truyện cười,đ.,food
kuyên,quyền,d.,time
roi khan đĕi bơngai lôch,cáo phó,đ.,time
roi khan đẽi bơngai lôch,cáo phó,đ.,body
roi rơ đah,phân tích,đ.,food
roi tơ băt,thông báo,đ.,animal
kuyên,quyền,d.,time
roi tơbăt,báo,đ.,ill
roi đĕi bơngai loch,báo tang,đ.,body
roi đĕi bơngai lôch,báo tang,đ.,animal
roi đĕi bơngai lôch,báo tử,đ.,time
rok,bắt chước,đ.,time
rok,theo lối,dtr.,time
rok,theo lốì,lt.,animal
romeh,sinh,đ.,animal
kuên,quyền,d.,body
quyên,quyền,d.,animal
rorte ̆n rơte ̆n,lăn tăn,đ.,ill
rortĕn,lăn,đ.,place
ruh,tưới,đ.,body
chơhnong,rạ,d.,place
rum,rum,đ.,place
anong,rạ,d.,body
rup,bức,dtđv.,body
rup,bức tranh,dtđv.,food
hmong,rạ,d.,time
chrai,rác,d.,time
tơglỡk tơglăk,rác,d.,time
rơ̆n,rác,d.,animal
rup,sĩ,đ.,ill
'duih,rác rến,d.,food
chok,rạch,d.,ill
chong kro,rạch,d.,animal
chrĕk,rạch,d.,animal
grech,rạch,d.,ill
grek,rạch,d.,time
jih,rạch,d.,food
mưngđak,rạch,d.,body
thong,rạch,d.,place
rêng,ngưởng,cpl.,ill
thong dak ro,rạch,d.,place
rô,rô,đ.,food
rông,cào,đ.,food
thong kro,rạch,d.,time
rôp,băt,trđt,animal
rôp,nã,đ.,place
rôt,rốt,đ.,place
rõ,hùng,đ.,body
rõ lăng,chắc,đ.,body
rõl,xay,đ.,body
ră,câu,đ.,body
hpong chor,rạch,d.,place
hơ bong iĕ,rạch,d.,ill
hơbong đak,rạch,d.,place
ră rĕl,đầu bạc răng long ,dtr.,time
răk,giữ gìn,đ.,body
răk,phê,đ.,animal
răk,toàn,đ.,ill
răm,bại,đ.,animal
răm,bị chết,d.,animal
răm,chết,đ.,ill
răm,dở,t.,animal
răm,hư,t.,body
răm,hạ,đ.,body
răm,hại,đ.,animal
răm,hỏng,t.,body
răm,ngã,đ.,ill
răm,sĩ,đ.,time
răm,tệ,t.,food
răm leh,khan khổ ,thđ.,body
răn,giũa,đ.,place
răng,thủ,đ.,food
hơbong đak tih,rạch,d.,animal
răp,phục,đ.,place
răt,mua,đ.,animal
rđmet,dọn dẹp ,dtr.,animal
rĕch,gặt,đ.,time
rĕch,sẻ,đ.,time
chloh,rạch,d.,animal
chơ điêng,rạch,d.,ill
rĕi,bón,đ.,ill
rĕi,gieo,đ.,food
rĕi,sạ,đ.,body
phay,rái cá,d.,animal
rĕk,rưởi,đ.,animal
rĕn,gặm,đ.,body
phĕi,rái cá,d.,body
khĕi pơnil,rằm,d.,place
rĕng,ngăm đen,dtr.,time
rĕng,ngắm,đ.,place
rĕo,cái bồ,dtr.,ill
rĕo,gùi,đ.,animal
rĕu,gùi,đ.,time
rĕu dung dŭt,cái bồ,đt.,ill
rĕy,xạ,đ.,ill
rĭ,nhích,đ.,food
rĭh kơ pơma,không nói,Th.,animal
rŏ,chắc,đ.,body
rŏ,có,đ.,place
rŏ,diệu,đ.,food
rŏ,hùng,đ.,ill
rŏ,lẫy,đ.,place
rŏ,nga,đ.,food
pơnil,rằm,d.,food
rŏ lăng,chắc,đ.,place
rŏh,chặt,t.,body
rŏl,nghiền,đ.,animal
rŏl,xay,đ.,animal
pơnêl,rằm,d.,body
anat,rậm,d.,ill
rŭh,tưới,đ.,body
rŭng,rối bù,đ.,animal
rŭng,rốì bù,st.,body
rơ,cái rựa,cpl.,food
hơmôi,rậm,d.,ill
hơmôl,rậm,d.,food
rơ,hạnh,đ.,ill
it,rậm,d.,time
rơ,sạch,t.,time
xeh,rậm,d.,food
rơng,rậm,d.,food
ơp,rậm,d.,ill
rơ,óng,t.,body
srồk,rân,d.,body
rơ,đun,đ.,time
rơ goh,sạch,t.,time
rơ hgĕo,eo,đ.,place
rơ hơi,lỏng,t.,body
'bih,rắn,d.,animal
rơ mlo,câm,đ.,time
bih,rắn,d.,ill
tăr,rắn,d.,ill
rơ mo to no,bò đực,trđt,time
rơ mo yong,bò cái,dtr.,food
rơ mo yŏng,bò cái,Th.,body
rơ moăn,mềm,t.,body
rơ muăn,mềm,t.,ill
rơ nô pơ kao,trổ hoa,d.,time
rơ nĕh,đẻ,đ.,time
rơ ruh,lạy,đ.,ill
bĭh,rắn,d.,body
rơ rưih,nhám,đ.,animal
ang,rạn,d.,ill
rơ tơgloh,rựa sút cán,st.,animal
rơ uơ,cày,đ.,food
rơ uơ chŭn,cày ruộng,st.,animal
rơ uơ khir,cày bừa,đ.,ill
rơ xa,gừng,đ.,body
rơ ya,gừng,đ.,time
rơ'bơh,vụng về ,d.,body
rơ'lêp rơ'lap,dẹp,đ.,body
rơba,băm,đ.,food
rơbot,học,đ.,food
rơboŭ,ngàn,st.,body
rơbâu,nghìn,st.,place
rơbõu,ngàn,st.,time
rơbăt,nở,đ.,animal
rơbŏu,nghìn,st.,place
rơbŏu,ngàn,st.,place
rơbưn,dây kõm,thđ.,food
chrăn,rạn,d.,food
pơlống,rắn lục,d.,ill
'bih ka,rắn nước,d.,ill
rơdu,ngớp,đ.,animal
rơdu,ngớt,đ.,place
rơdu,tồn,đ.,place
rơdơ̆,êm đềm,t.,ill
rơgah,mỏi,đ.,food
rơgiĕo,phát thanh,đ.,animal
hnĕng,răng,d.,time
hơ nĕng,răng,d.,food
hơnăng,răng,d.,animal
rơgoh,vệ sinh,đ.,food
rơgoh,vộ sinh,dtr.,place
rơgoh 'byao,sạch sành sanh,đ.,place
rơgoh 'lơ̆ng,sạch sành sanh,đ.,animal
hơnĕng,răng,d.,place
rơgĕi,giỏi,t.,body
rơgĕi,hay,lt.,place
rơgĕi,hóa,đ.,animal
rơgĕi,khéo,t.,food
hơrĕng,răng,d.,time
rơgĕi,năng,đ.,time
rơgĕi,thức,đ.,food
lek,răng,d.,food
rơgŏh,sạch,t.,time
rơgẽi,giỏi,t.,food
rơgẽi,khéo,t.,food
nĕng,răng,d.,place
rơh,rĕ,st.,place
rơh,rỗ,đ.,body
sơnĕng,răng,d.,time
rơhau,hoạt bát,đ.,body
rơhau,vâ,Th.,food
rơhau,vã,đ.,ill
rơheng,hoang,t.,food
rơheng,yên,t.,place
rơheng,yên lặng,t.,ill
rơheng,yên tĩnh,t.,body
rơhing,thèm,đ.,body
rơhiĕu,eo lưng,đ.,ill
rơhiẽu,eo lưng,đ.,ill
rơhngâm,thuận,đ.,place
rơhngơp,mát,t.,body
rơho`,vắng,t.,food
rơhoh,cửa bỏ ngỏ,dtr.,time
rơhong,tươi,t.,place
rơhui,man,t.,time
rơhui,tanh,t.,ill
sơnĕnh,răng,d.,ill
rơhău,hoà nhã,t.,place
rơhău,hòa nhã,t.,animal
rơhău,niềm,dtđv.,place
rơhŏ,vắng,t.,time
rơhŏi,tĩnh,t.,food
rơhơi,lỏng,t.,food
đak muh,răng,d.,time
rơhơi,rộng,t.,animal
rơhơi,rộng rãi,t.,food
rơhẽl rơhỡl,chặt đứt từng khúc ngắn ,cpl.,animal
rơhẽnh kơne xa 'bum 'bỉang,vết cắn ,trt.,body
rơih,bầu,đ.,time
rơih,chọn,đ.,food
rơih,lựa chọn,đ.,animal
bơnĕng,răng,d.,ill
rơka,thương,đ.,food
rơka,vết sẹo,t.,animal
rơkah,dư dật,đ.,food
rơkah,ê,đ.,time
rơkai,dư dật,đ.,food
rơkai,hề,trđt.,food
rơkuơ̆l,đặc,t.,food
rơlăng,mừng chiến thắng ,trt.,food
hnenh,răng,d.,food
hơ nenh,răng,d.,body
rơmeh,sinh,đ.,food
rơmuăn,ru,đ.,time
rơmuŏn,mềm,t.,animal
rơmân,dẻo,t.,ill
rơmơt,êm dịu,t.,time
rơmơ̆n,yếu sức,t.,ill
hơ nĕnh,răng,d.,food
hơnenh,răng,d.,animal
rơmư̆,dạ trường,trđt,time
rơmư̆,dạ ưường,thđ.,animal
rơmư̆,nhau thai,trđt,animal
hơnĕnh,răng,d.,body
sơnẽnh,răng,d.,ill
sơnanh,răng,d.,place
sun,rặng,d.,time
rơneh,sinh,đ.,body
rơneh,sinh ra,đ.,ill
'ngir,ranh,d.,body
trong,rãnh,d.,time
rơnga,mè đen,dtr.,time
rơnga,vừng đen,d.,food
rơngai,hòa bình,t.,ill
rơnge,yên,t.,animal
rơnge`i,hoa bình,cpl.,time
rơngei,hòa bình,trđt,body
rơngo ̆ u,vừng trắng,dtr.,body
rơngot,buồn nhớ,Th.,body
rơngot,buồn nlìd,trđt,time
rơngâp,mát,t.,time
rơngĕi,hoa bình,lt.,time
rơngĕi,hoà hình,dtr.,ill
rơngĕi,hòa bình,cpl.,time
rơngĕi,yên ổn,t.,time
rơngĕnh,say ngà ngà,đt.,food
rơngŏu,mè trắng,trt.,time
rơngŏu,vừng trắng,cpl.,place
rơngơp,bớt đau,dtr.,body
rơngơp,dịu,t.,place
thong,rãnh,d.,food
rơngơp,êm dịu,t.,food
rơngơ̆t,thu,đ.,time
rơnhong,cao,t.,ill
rơnhong,gầy guộc,t.,time
rơnhău,tấp nập,t.,body
mương,rãnh,d.,body
rơnok,tàn thuôc,d.,body
rơnok,tàn thuốc,Th.,food
rơnu`k,bình yên,t.,food
trong thoat đak,rãnh,d.,time
chơkăng,ranh giới,d.,ill
rơnôp,búp,đ.,body
rơnŭk,bình yên,t.,ill
rơnŭk,hòa,đ.,animal
rơnŭng,con lươn,dtđv.,time
tơkăng,ranh giới,d.,food
adral,ranh giới,d.,food
bơgal,rào,d.,time
drong,rào,d.,animal
rơpang,khổ quá,t.,food
rơpen,áo lửng,st.,time
kơdrum,rào,d.,food
rơri ̆ r,xúc động,đ.,ill
rơrinh,run,đ.,place
pơgal,rào,d.,time
rơrĭr,xúc động,đ.,body
rơtah,con đỉa,dtđv.,time
rơtah,con ếch,dtđv.,ill
hngach,rào,d.,food
rơtĕn,tăn,d.,animal
pru,rào,d.,time
rơuơ,cày,đ.,ill
rơve`t,đói,đ.,ill
rơvĕn,lăn,đ.,body
rơvĕt,đói,đ.,ill
rơvơ ̆ ng,vắng vẻ,đ.,ill
rơvơn,rảnh rỗi,t.,body
rơvơ̆n,rảnh rỗi,t.,food
rơvơ̆ng,vắng tanh,t.,food
rơvơ̆ng,vắng vẻ,đ.,animal
rơvẽt,đói,đ.,food
rơya,gừng,đ.,food
rơyŭ,mã la,đt.,place
war,rào,d.,place
rơđah,ràng,t.,ill
rơđah,suốt,t.,time
rơđah,tích,đ.,ill
rơđoh,bì,đ.,food
ing,rạp,d.,place
yơ̆p,rạp,d.,place
rơ̆,đun,đ.,food
agâu,rau,d.,food
bong,rau,d.,time
gõ,rau,d.,time
rơ̆ng,gả,đ.,place
rơ̆ng kon drŏ kăn,gả con gái,đt.,animal
rơ̆ng ăn drŏ nglo,gả chồng,đ.,place
rưa,cái rựa,d.,body
rưa,dựa,đ.,food
rẽi,gieo,đ.,time
rởng,gả,đ.,body
hla,rau,d.,body
rỡ,đun,đ.,ill
rỡng,gả,đ.,time
rỡng kon drõ kăn,gả con gái,d.,place
rỡng ăn drõ nglo,gả chồng,đ.,ill
sa,cháy,đ.,place
hla ' nhĕt,rau,d.,ill
hla 'nhem,rau,d.,food
hla 'nhet,rau,d.,place
sa,rồng,đ.,ill
sa,sống,đ.,time
sa,thờ,đ.,animal
sa,xử,đ.,food
sa,ăn chiều,dtr.,food
sa,ăn sáng,đ.,ill
sa,ăn trưa,t.,ill
hla 'nhĕt,rau,d.,place
sa,ẳn,lt.,food
sa,ở,Gt.,ill
sa 'nar dơ̆ng,ăn trưa,dtđv.,place
sa 'năr dơ̆ng,ăn trưa,t.,time
sa anăr dâng,ăn trưa,d.,ill
sa bơlŭk,ăn  quá nhiều,trđt,place
sa bơlŭk,ăn quá nhiều,thđ.,body
sa chă mơ drong,ăn mày,đ.,ill
sa mŏk,cúng nhập kho,st.,food
sa pơ ghe,ăn sáng,đ.,food
sa săi,ăn ít đg,cpl.,ill
sa`i,bón,đ.,place
sach,nạc,đ.,ill
hla'long,rau,d.,food
sah,xanh xao,t.,body
hu,rau,d.,place
sak,len,đ.,time
sal,dây bẩn,d.,ill
phalăng,rau,d.,ill
sap,rộng,t.,food
anho`t,rau,d.,food
sat,sát,t.,ill
sau drŏ glo,cháu trai,thđ.,food
sau drŏ kăn,cháu gái,trt.,place
saw,rộng,t.,animal
sdđg,lâu dài,t.,place
anhot,rau,d.,food
se,con tép,trt.,body
se,cặn,đ.,time
anhŏt,rau,d.,time
hla 'long,rau,d.,time
hla nhem,rau,d.,time
seh,cào cỏ,dtđv.,ill
sek,xét,đ.,body
sek,xử,đ.,food
sek tơlang,xử,đ.,ill
sem,chào,đ.,place
sem,chăn,đ.,ill
sem,con chim,trt.,ill
sŏk kang,râu,d.,time
sem,súc,đ.,body
sŏk miêm,râu,d.,animal
sem,trí,đ.,ill
xŏk kang,râu,d.,ill
xơk kang,râu,d.,food
xơ̆k kang,râu,d.,food
sem bô,chim cú mèo,đt.,animal
sem grơ̆,chim kền kền,thđ.,place
sem grơ̆,chim đại bàng,đt.,time
đak,râu,d.,ill
sem pơlie`u,chim chào mào,trt.,food
sem pơliĕu,chim chào mào,Th.,animal
sok,râu,d.,time
hla xơ bey,rau cải,d.,time
sempũng,con dơi,dtr.,animal
hơ'bey,rau cải,d.,time
seo,tích,đ.,place
ser,xử,đ.,body
she,cào cỏ,d.,animal
anhot hla bei,rau cải,d.,place
anhot hla sơ 'bĕi,rau cải,d.,place
anhot hla sơbĕi,rau cải,d.,place
si,hót,đ.,place
si,nải,đ.,food
si so,con bọ chét,trđt,animal
si ̆ n,xê,đ.,time
si ̆ n,xích,đ.,body
hrŭm,rau dền,d.,ill
si`t,hiệu nghiệm,t.,animal
hla hrum,rau dền,d.,ill
hla lŭng hŭng,rau húng,d.,ill
sih,ngăn,đ.,body
sih,ngắn,t.,food
sih,nải,đ.,ill
hla klah ka,rau má,d.,food
sik,rượu ghè,lt.,food
sim,con ngan,thđ.,food
sim,con vịt xiêm,lt.,animal
sim,ngan,t.,place
simel,nhòm,đ.,time
hla klak ka,rau má,d.,body
sip,tấm bia,dtđv.,food
sir,dào,đ.,food
so,cũ,t.,place
so,cŭ,lt.,food
hla kơ ka,rau má,d.,body
so,cổ xưa,t.,body
so,mòn,đ.,place
so,ngôn,đ.,place
so,sói,t.,time
so,sơ,t.,ill
so,tử,đ.,animal
so,đánh,đ.,animal
hla muh nhŭng,rau má,d.,food
so ̆,xới,đ.,ill
so ̆  mơh,xới cơm,t.,place
so ̆  por,xới cơm,dtr.,place
so ̆ k ie ̆r,lông gà,t.,place
so ̆ k sop,lông chân,đt.,time
so ̆ k sop,lông tay,trđt,food
anhot hla kơ nuăn,rau muống,d.,place
so'bĕi,cải,đ.,time
anhot kơ nuăn,rau muống,d.,time
hla kơ nuan,rau muống,d.,animal
soai,say,đ.,food
soang,hoá,đ.,food
soang,múa,đ.,food
gơxơ̆m,rau răm,d.,body
soang,vũ,đ.,time
sob`e`i,cải,đ.,place
soch,rãi,st.,time
kơxơ̆m,rau răm,d.,animal
soh,sai,t.,body
soh along ünh,đốt củi,lt.,body
soh along ŭnh,đốt củi,dtr.,time
soh pôi bruih brăm,đốt rác,st.,ill
