tay,viet,pos,theme
Vằn lương,ngày kìa,N,time
Vằn mụn,hôm kìa,N,time
Vằn nẩy,hôm nay,N,time
Vằn phjắc,cây cải dầu,N,
Vằn pjục,ngày mai,N,time
Vằn rại,ngày kị,N,time
Vằn ve,sớm sủa,M,
Văn,khoét,M,
văn rù,khoét lỗ,N,
Văn,xoáy,M,
Văn,vòi,N,
Văng,cỏ lồng vực,N,
Vằng,hò,M,
Vằng,vực,M,
Vặp,ngụp,M,
Vặp vẹp,ngụp lặn,V,
Vặp vẹp,bép xép,N,
Vắt,cây mằn để,E,
Vắt,"moi, khoét",CH,
Vặt,múc,M,
vặt nặm,múc nước,N,
Vân,vận chuyển,V,
Vân,lặp lại,V,
Vận,chuyển vần,V,
Vận,vẫn,R,
Vận thân,tự tử,M,
Vây,đu đưa,V,
Vây,rung rinh,V,
Vây,vung,M,
Vây,chóng mặt,M,
Hua vây,chóng mặt,M,
Vẩy,này,P,
Vẩy,ấy,P,
Vẩy,đâu đấy,P,
Vậy,"giấu, giấu giếm",CH,
Vậy,ẩn,M,
vậy đang,ẩn thân,M,
Vậy,cất,V,
Ve,hoa râm bụt,N,
Ve,mướp,M,
Ve hom,mướp hương,V,
Vè,vớt,M,
Vẹ,vẽ,V,
vẹ luồng,vẽ rồng,V,
Vẻn,hoa phong lan,N,
Vẻn đai,đóng đai,V,
Vén,ru,M,
vén lục,ru con,V,
Vẹn,vòng quanh,N,
Vẹn,vây,V,
Vẹn,"lùa, đuổi dồn",V,
Vẹn,lượn,M,
Lăm vẹn,diều hâu lượn,N,
Vẻng,"vứt, vứt bỏ",V,
Vẻng,bỏ mất,V,
vẻng tả,bỏ lại,V,
vẻng tả,bỏ mặc,V,
véng,kẽ,M,
véng bâư,kẽ lá,N,
véng,xẻ tà,V,
Vèo,gọi,V,
Veo,sứt,M,
Pát veo,bát sứt,N,
Pác veo,sứt môi,V,
vét,cái muôi,T,
Vét,ngoáy,M,
vét xu,ngoáy tai,N,
Vét,khều,M,
Vi,cái lược,T,
Vi,chải,M,
vi phjôm,chải tóc,V,
Vi,nải,M,
vi cuổi,nải chuối,N,
vi,vuốt nhẹ,V,
vỉ,cái quạt,T,
vỉ,ví,M,
Vỉ pện,vì thế,X,
ví,sự kiêng kị,V,
Viếc,"nhão, nát",CH,
đin viếc,đất nhão,N,
Viến,nguyền rủa,N,
viến bôn,nguyền rủa trời,N,
Viến,oán trách,N,
Viến,than vãn,N,
Viến,quay,V,
viến nả,quay mặt,V,
Viến lăng,quay lưng,V,
Viến vác,nguyền rủa,N,
Vin,vần,M,
vín,sứt,M,
vính vính,ong ong,N,
Vít,"vứt, bỏ, ném",V,
vít vảng,choáng váng,N,
vịt,vỎt,M,
vỉu vỉu,vèo vèo,N,
vỉu vỉu,mê man,M,
Vỏt,vót,M,
vỏt thú,vót đũa,N,
Voỏng,vòng tròn,N,
Vộ,chối,M,
Vộ,phủ nhận,M,
vộp vạp,hấp tấp,N,
Vuồng,ông vua,N,
Vuồng táy,"vua, hoàng đế",CH,
Vuồng táy,đầu têu,N,
Vuột,"gào, kêu la",CH,
Vuột,gọi to,V,
vuột vạt,kêu gào,V,
vụp,ngụp,M,
Xa,"tìm, kiếm",V,
xa chin,kiếm ăn,V,
Xa,muốn,V,
xa thai,muốn chết,V,
Xa làn,lan can,M,
Xả,cây vối,N,
Xá,gác bếp,V,
Xá,đánh,V,
xá khẻo,đánh răng,P,
Xá,"sai, lỗi",CH,
Hết xá,làm sai,V,
Xá,xúc phạm,M,
Xá,"cơn, trận",N,
xá phôn,cơn mưa,V,
xá lồm,cơn gió,N,
Xá,đàn,Nc,
xá cáy,đàn gà,N,
xá vài,đàn trâu,N,
Xạ,xã,N,place
Xạ,lí trưởng,M,
Hết xạ,làm lí trưởng,V,
Xác,bao tải,M,
xai,trộn,V,
Xài,phúc lộc,N,
XảI,xái,M,
Chin xảI,ăn xái,V,
Xải sló,may mắn,A,
Xái,đạp,V,
xái fà,đạp chăn,V,
Xam,hỏi,V,
Cằm xam,câu hỏi,V,
Xam,thấm,V,
Xảm,pja xảm,N,
Xảm,khỏe,M,
Hết xảm,làm việc khỏe,V,
Xảm,giỏi,A,
Slon xảm,học giỏi,V,
Xản,xẻng,M,
Xản,bàn sản,M,
Xản fằn,tảo mộ,N,
Xang,đặt hơ lửa,V,
Xang,đùa cợt,V,
Tò xang,đùa cợt nhau,V,
Xang,vờn,M,
Xảng,bên cạnh,N,
Năng xảng,ngồi bên cạnh,N,
Xảng,gần,A,
Xảng,phá ngang,V,
Xảng bang,mạng mỡ,N,
Xảng đang,cạnh sườn,N,
Xáng,con quay,V,
Tức xáng,chơi đánh quay,V,
Xáng xình,chẳng may,A,
xao,con nhện,N,
Rằng xao,mạng nhện,N,
Dầu xao,tơ nhện,N,
Xao xao,xôn xao,M,
Xảo,nghịch,M,
Xảo,xào khô,N,
xảo thúa,xào đỗ,V,
Xảo úm,xào om,N,
Xáo,dối,M,
Xáo,qua loa,V,
Xáo,không cẩn thận,A,
Phuối xáo,nói bừa bãi,V,
Xáp,giáp,M,
Xát,cọ,M,
Xát,bôi,M,
Xát xát,bốp chát,N,
Xáu,cái dậu con,N,
Xáu,"rung, lay, lắc",CH,
Xáu,xóc,M,
Xáu,rũ,M,
Xáu,với,E,
Xáu xóe,lắc lư,V,
xay,cái cối xay,T,
Pha xay,thớt cối,N,
xay,xay,M,
Xày,đủ,A,
Mà xày,đến đủ,E,
Xày,cùng,A,
Xày,đều,R,
Xày cha,cùng nhau,N,
Xày xiền,đầy đủ,A,
Xày xiền,sẵn sàng,A,
Xay,"nên, toan",C,
Xay,việc gì,P,
Xáy,trứng,M,
Chen xáy,rán trứng,N,
Xáy còn,trứng ung,N,
Xáy hai,trứng đẻ rơi,V,
Xáy fạng,trứng non,N,
Xắc,"chăm, chăm làm",V,
Xắc ấc,nấc,M,
Xắc xáu,xóc lắc,V,
Xắc xăn,siêng năng,M,
Xắc xăn,chăm,M,
Xặc đạch,lò cò,N,
Xặc đạch,cà nhắc,V,
Xăm,bèo tấm,V,
Xăm,lẫn,C,
Xăm,độn,M,
Xăm,pha,V,
Xẳm xảy,tất bật,A,
Xăn,thân,N,
Xăn cha,thông gia,M,
Xăn xích,thân thích,M,
Xăn xích,thắm thiết,N,
Xẳn,cặn,M,
Nặm xẳn,nước cặn,N,
Xẳn,ngắn,A,
Xẳn,gần,A,
xẳn nèn,gần tết,N,time
Xẳn,mắn,M,
Xẳn xỏ,ngắn ngủn,M,
Xắn,"khúc, tấm",CH,
Xắn,"cắt, chạm",V,
Xắn cạ,hễ mà,C,
Xăng,nhốt,M,
xăng cáy,nhốt gà,V,
Xăng,giam,V,
Xăng,hãm,M,
Xằng,chưa,R,
Xắng xắng,xèo xèo,N,
Xắng xắng,hăng hăng,M,
Xắp,xếp,V,
Xắp,cài,M,
Xắp,đậy,M,
Xắp,"nhăn, nhúm",CH,
Xắp nhạp,nhăn nheo,N,
Xắp loạt,đứng cả ra,V,
Xắt,thái,M,
xắt duốc,thái chuối,N,
xắt nựa,thái thịt,N,
Xắt,cắt,V,
xắt sloong,cắt đôi,V,
Xặt,thật,T,
Xâm,thấm,V,
Xẩm,thấm,V,
Xân,nới,M,
Xân,xiết,M,
Xẩn,đẩy,V,
Xẩn,du,M,
Xâng,sàng,M,
xâng khẩu,sàng gạo,N,
Xâng,rây,M,
xâng bưa,rây bột,N,
Xâng háng,cái sàng,T,
Xâng thí,cái giần,T,
Xâu,cây sau sau,N,
Xẩu,xấu,A,
Xẩu,xấu hổ,V,
Xẩư,gần,A,
Xẩư nhít,gần tí tẹo,M,
Xẩư xảng,loanh quanh,V,
Xe mạ,xe ngựa,N,
xẻ,xé,V,
xẻ,"lôi, kéo",V,
xẻ fà,kéo chăn,V,
xẻ,giật,V,
xẻ phjôm,giật tóc,V,
xẻ,cắn,V,
xẻ lầy,dẫn đầu,M,
Xẻ rì,kéo dài,M,
Xẻ rì,dài dòng,N,
xéc,xẻ,V,
xéc,"rọc, rạch",N,
xéc,pha,V,
xéc ca,chim chèo bẻo,N,
xẻn,nông,N,
xéng,cố sức,V,
xéng,chống,V,
xéng pè,chống mảng,V,
xéng xẻ,cố gắng,V,
xẻo,"xào, nấu",CH,
xẻo phjắc,xào rau,N,
xẻp,xếp,V,
xí,chê,M,
xích,thước,M,
Xích xón,kích thước,M,
Xiêm,cái thuổng,T,
Xiên,nghìn,M,
Xiên cân,đòn bẩy,N,
Xiên cân,cột trụ,N,
Xiên kì,tối kị,N,
Xiên lỉ,nghìn dặm,N,
Xiên niên,nghìn năm,M,time
Xiên xẻ,chằng chịt,M,
Xiết hại,thảm thiết,M,
Xiết xa,xót xa,A,
Xiêu,lang thang,V,
Xiêu,bay,V,
Xiêu dẹ,bữa đêm,N,time
Xinh,biếc,M,
Xinh,thanh khiết,M,
Xinh,không lẫn,V,
Xình,thứ,N,
xỉnh,mời,V,
xỉnh lẩu,mời cưới,V,
xỉnh nặm,mời nước,V,
xỉnh,nhờ,V,
xỉnh,"khao, thết đãi",N,
xỉnh quân,khao quân,M,
xỉnh lẩu,mời cưới,V,
xỉnh xọ,mời mọc,V,
xít,lau chùi,V,
xít mục,lau mũi,V,
xít,"tí, suýt",CH,
ỉ xít,tí tẹo,N,
xít nọi,tí chút,L,
Xít xọi,tí ti,N,
xịt hả,xuýt xoa,N,
Xo,nước ăn chân,N,
Xo,mồng,N,
xo hả,mồng năm,N,time
Xo,thượng tuần,N,
Cày xo,thượng tuần,N,
Xo,xin,V,
Chin xo,ăn xin,M,
Xo,nuôi,V,
Lục xo,con nuôi,V,
Xo nhắng,thô kệch,M,
Xo nhắng,sần sùi,M,
Xo tầu,bắt đầu,V,
Xo xáo,vụng về,E,
Xò,đái,M,
Xỏ,xó,M,
xỏ tu,xó cửa,V,place
Xó,xỏ,M,
Xó,tắt,M,
tàng xó,đường tắt,V,place
Xó xó,khò khò,N,
Xòa xòa,xoàn xoạt,N,
Xoải,"đâm, húc",CH,
Xoán,"gắng, cố tình",CH,
Xoán,chạy vạy,V,
Xoán,phá,V,
Xoán xỏa,vội vàng,A,
Xoán xỏa,gắng gượng,N,
Xoóc,vạt,M,
xoóc đin,vạt đất,N,
Xoóc xiết,xiết,M,
Xòe,ào,M,
xòe phôn,ào mưa,V,
xoen,xuyên,V,
xoét,sượt,M,
Xoi,sai bảo,V,
Xói,cây duối,N,
Xỏm,cây chàm mít,M,
Xỏn,"dồn, tập trung",V,
Xỏn,xô,M,
Xỏn,chung,A,
Xỏn,lẫn lộn,M,
Xỏn,xúc,M,
xỏn pja,xúc cá,V,
Xỏn,vớt,M,
xỏn xăm,vớt bèo,V,
Xỏn xẻn,cóp nhặt,V,
Xón,tấc,M,
Xón xén,xén,M,
Xoòng hà,"khoảng, gần",A,
Xoòng hao,cải cúc,M,
Xoỏng,cái thạ,T,
Xoỏng,so dây,V,
Xóp,giã,M,
xóp ngà,giã vừng,N,
Xóp,trộn,V,
Xọt chỏ,đi tong,V,
Xô,ráp nhám,N,
Xô nhắng,xù xì,N,
Xồ xồ,ào ào,A,
Xôn,thôn,N,place
Xổn,xẩn,M,
Xông,cây hành,N,
Xông,thông,M,
Xông kê,cây thông,N,place
Xông mình,thông minh,A,
Xu,tai,N,
xu xay,tai cối,N,
Xu,quai,M,
xu cháo,quai chảo,N,
xu chậu,quai dậu,M,
Xu,trôn,M,
xu khêm,trôn kim,V,
Xu cháo,con cuốn chiếu,N,
Xu lình,mộc nhĩ,N,
Xu xi,sần sùi,M,
Xù xòa,xí xóa,N,
Xù xòa,xuê xoa,N,
Xù xù,ngủ say,V,
Xù xù,âm ỉ,N,
Xú,ăn xu hào,V,
Xú,ngu xuẩn,N,
Xú pao,cải bắp,M,
Xuân,xuân,N,time
vằn xuân,ngày xuân,N,time
xúc,chú,Nc,
Xúc xui,xui,M,
Xui xúc,thôi thúc,M,
xum,"hố, hầm",N,
xum nhác,hố rác,N,
xum,hố,N,
xum,ổ gà,M,
Xum đỏ,hầm trú ẩn,V,
Xum khỉ,hố phân,N,
Xủm,trũng,M,
Nà xủm,ruộng trũng,N,
Xung,nhiễm trùng,M,
xủng,slủng,M,
Xuốc,cái giuộc,T,
Xuốc,cái muôi,T,
Xuốn,lảo đảo,N,
Xuốn,chạy,V,
Xuốn muốc,loạng choạng,N,
Xuốn muốc,giúi giụi,N,
xúp,ngửi,M,
xúp bjoóc,ngửi hoa,V,
Xút,chùi,M,
xút đăng,chùi mũi,V,
Xút xoát,"nhỡ nhàng, trệch",CH,
Xuyên,xà ngang,V,
Xưng,"khai, báo",CH,
Xứng,hoắc,M,
Xường xì,thường thường,R,
Xướng,ca hát,V,
Xứt xéng,quan tâm,V,
y,"theo, bắt chước",CH,
ý,ý,N,
ý cải,đại ý,M,
ý nghịa,ý nghĩa,N,
Yểm,cái yếm,T,
yểm mò,yếm bò,V,
Yên,yên,A,
yên mạ,yên ngựa,N,
yên ỏn,yên ổn,A,
Yến,yến,M,
Tức yến,chơi đánh yến,V,
Nó ón,Nõn chuối,N,
Nghé đuay,Cái cầu thang,N,place
Vằn chiêng,Ngày tết,N,time
Nâư pjửc,Sớm mai,N,time
Cừn nẩy,Đêm nay,P,time
Pện lỏ,Thế à,T,
Pện cạ,Thế đấy,P,
cốc co,gốc tích,N,
ngợ cạ,tưởng là,C,
đúc,xương,N,
tăm,giã,M,
lằm,cám,M,
hung,thổi cơm,V,
pang sloa,bên phải,N,
pang dại,bên trái,N,
pang nả,phía trước,N,
pang lằng,phía sau,N,
oóc,ra,V,
tềng,trên,E,
khừn,lên,V,
chang,trong,E,
Xàng,bên cạnh,N,
khẩu,vào,E,
khẳm,"qua, sang",V,
Khừn tha,coi được,V,
"Quảng, rộng",rộng,A,
cặp,hẹp,A,
Tắm,thấp,A,
păm,lùn,M,
Vằn nâư,Trời vừa sáng,A,time
pi,năm,M,time
pi,tuổi,N,
khuốp,năm,M,time
khuốp,tuổi,N,
vằn,ngày,N,time
hối,lúc,N,time
tơi pựa,thuở xưa,N,time
pài,"chiều, buổi chiều",N,time
pan,phiên,N,
pan háng,phiên chợ,N,place
Cừn vằn,ngày đêm,N,time
Nầu,buổi sáng,N,time
Chang nầu,giữa buổi sáng,N,time
Chạu,sáng sớm,N,time
Pài,buổi chiều,N,time
vằn ngoà,hôm qua,N,time
vằn nhin,hôm kia,P,time
vằn pjuc,ngày mai,N,time
pi cón,năm trước,N,time
pi nả,năm tới,N,time
pi lằng,năm sau,N,time
tẩng vằn,ban ngày,N,time
Đây khuốp,tròn 1 tuổi,M,
Slam khuốp,ba tuổi,N,
Cừn,"đêm, đêm khuya",N,time
Cặm,"buổi tối, đêm",N,time
cặm ngoà,đêm qua,V,time
pài chại,chiều tà,N,time
pjuc lừ,mai sau,N,time
Cọi dằng,thong thả,V,
Chi chai,từ từ,A,
Coi,"sẽ, hãy",R,
để,đã từ lâu,V,
đế đề,đã từ lâu,V,
dá,rồi,C,
ngắm,vừa,R,
Ngắm pây,vừa đi,V,
chắng,"vừa, vừa mới",R,
Méo!,Méo!,Np,
Chư á,Đúng rồi,C,
Rườn,ngôi nhà,N,place
coong,sân,N,place
lang,sân,N,place
lang,Chuồng,N,place
các,gác,M,
xá,gác bếp,V,place
pài rườn,mái nhà,N,place
bản,"làng, xóm",N,place
hua bản,đầu làng,N,place
hang bản,cuối làng,N,place
cốc bản,trưởng bản,N,
pản,ván,N,
sluông,vách bằng gỗ,N,
thoóc,lạt,M,
bủn pác,bĩu môi,V,
Cà,cỏ gianh,N,
Sluông,vách gỗ,N,
Mạy pàu,cây vầu,N,
mạy pheo,cây tre,N,
mạy muồi,cây mai,N,
đét ún,nắng ấm,N,
Chử á,Đúng rồi,C,
đin ti,quê hương,N,place
đin nhả,quê hương,N,place
đin chỏ,đất tổ,N,place
nặm bó,giếng nước,N,place
mác cưởm,trám trắng,N,
hang,nấu canh,V,
rủng pjực,sáng rực,M,
bjắng bjắng,ròn rã,N,
Tua ma,Con chó mực,N,
Nẩy á,Đây ạ,T,
Pjom bái,Cảm ơn,V,
Pao xình,Chắc chắn rồi,T,
Đảy né,Được chứ,T,
Hết kin,Làm ăn,V,
Đăm khẩu,Cấy lúa,V,
Nà nặm,Ruộng nước,N,place
rây,Nương rẫy,N,
xé mạy,xẻ gỗ,V,
tó choòng,đóng bàn ghế,V,
hết puôn,buôn bán,V,
hết da,làm thầy thuốc,V,
Chướng truyền,Lưu truyền,M,
Cọn lếch,Rèn,Np,
Slan sloóc,Đan lát,V,
Hết ngoạ,Làm ngói,V,
Ái slưởng,"toan, muốn, định",CH,
slan phjóc,đan lát,V,
Tỉnh hăn,Nghe thấy,V,
Pác lai,Hơn trăm,M,
mjày,đổi nhau,V,
Thư kèm,Cầm kìm,V,
Tọt pế,Kéo bễ lò,N,
xẻ pe,Kéo bễ lò,N,
xoòng hà,gần,A,
xoòng hà,sấp sỉ,N,
lằm lạo,cuốn thuốc lá,N,
tẻng phải,Kéo sợi,V,
Ký thúc,Khung dệt,V,
tây,túi,N,
tòi,túi,N,
phải cát,vải vóc,N,
bâư mạy,lá cây,N,
pước mạy,vỏ cây,N,
Phải khao,Vải trắng,N,
Phải đăm,Vải đen,N,
Phải lài,Thổ cẩm,M,
Phải bjoóc,vải hoa,N,
nhặp nhọm,"khâu, nhuộm vải",N,
Háng,Chợ,N,place
Khai,Bán,V,
Xằng náo,Vẫn chưa,R,
chèn,tiền,N,
oóc háng,họp chợ,V,place
Mạc khoan,Cái rìu,N,
Phe phjắc,hạt giống rau,N,
Cưa,Muối ăn,V,
Gia non,Thuốc sâu,N,
Sléc,Sách vở,M,
Lụ cạ,hay là,C,
dạu xăng,nhưng mà chưa,N,
Mạc khêm,Cái kim,N,
Lót mây,Cuộn chỉ,Np,
Pạng nả,Trước mặt,E,
Pạng sloa,Bên phải,V,
Pạng dại,Bên trái,N,
Pạng đâng,Bên trong,N,
bắt,đắt,A,
le,rẻ,A,
lé,rẻ,A,
phuối chá,mặc cả,T,
cảng chá,mặc cả,T,
khửn chá,lên giá,V,
lồng chá,xuống giá,V,
chăng,cái cân,N,
chăng pỉ,cân đọ,N,
au choan,lấy lãi,V,
chan,"gian, gian lận",CH,
slông nạo,hai yến,N,
mác lịch,hạt dẻ,N,
pjá chèn,trả tiền,V,
chèn lé,tiền lẻ,N,
thói tẻo,trả lại,V,
bấu lọ,không cần,V,
khai thói,bán lại,V,
Tầư ping,Mắc bệnh,N,
Hung slúc,Nấu chín,V,
Pao khân,Đội khăn,N,
Ay,Ho,Np,
Mục ruể,Mũi chảy,V,
Phjác đướt,Trán nóng,N,
pền khẩy,"ốm, phát bệnh",CH,
Rọm nà,Rào ruộng,N,
Chang tàng,Giữa đường,N,place
Chếp hua,Đau đầu,M,
Phả khinh,Miếng gừng,N,
tổm nặm,Đun nước,N,
Co mạy,Cây cối,M,
Thau,Dây leo,V,
Nhả nhước,Cỏ rả,M,
Choi ping,Chữa bệnh,V,
Chếp toọng,Đau bụng,V,
Chếp tha,Đau mắt,V,
Chếp đúc,Đau xương,V,
Chếp đang,Đau mình mẩy,P,
Tha văn,Mặt trời,N,
Cần thôm,Bờ ao,N,
Xảng bản,Cạnh bản,N,
Tọn tặp,Dọn dẹp,V,
Tàng pây,Đường đi,V,place
Slắm,Bẩn,A,
Năm mạy,Trồng cây,V,
Khảm tàng,Qua đường,V,
Hoan hí,Vui vẻ,M,
Pền bả,"Điên, dại dột",Np,
Tồng cạ,Giống như,C,
Cần loá,Người xấu,A,
Ni quây,Tránh xa,V,
Mì cốc,Có nguồn gốc,V,
Slí pài,Bốn mái,N,
Mùng cà,Lợp có gianh,Np,
Ngoạ,Ngói,N,
Mảy,Măng,Np,
Bjoóc,Nấm,Np,
chóp,Nấm,Np,
Pẻng,Bánh,N,
Slửa lì,áo dài,N,
Slin,Váy,Np,
Hảng rặng,Thắt lưng,V,
Khoá,Quần,Np,
Hết queng,Vấn khăn,V,
Khót nậu,Khuy nút,N,
Kha rôộng,Rộng ống,N,
Slấn,Thấn,Np,
Nhang phi,Làm ma,V,
Hết khoăn,Gọi hồn,M,
Choong eng,Trống nhỏ,N,
Phải nháng,Vải thô,N,
Cằm tồn,Lời đồn đại,N,
Cằm tồn,nổi tiếng,A,
Mạy mòn,Cây vàng tâm,N,
Cháp mừ,Gang tay,V,
Slíu,"Đục, chạm",Np,
Hua luồng,Đầu rồng,N,
Phải mọn,tơ tằm,N,
Xáu,Cùng,A,
Cầm then,Lời hát then,V,
Ngám khuốp,Một năm tuổi,M,time
Tông nà,Cánh đồng,N,
Chồm hội,Dự hội,V,
Chúp,Nón,Np,
Tò lân,Múa kỳ lân,N,
Tức sáng,Đánh cù,V,
Tức yến,Đánh yến,V,
Slấn đông,Thần rừng,N,
Slấn nà,Thần nông,N,
Slấn nà,Thần ruộng,N,
Slấn bản,Thần bản,N,
Dào kha,Rửa chân,V,
Táng,Cửa sổ,M,place
Tẳng,Dựng,V,
Mạy diễn,Gỗ nghiến,N,
Vang,Gian,Np,
Phòn phầy,Bếp lửa,N,
Rọm,rào,N,
Rọm,ngăn,M,
Chàn,Sàn phơi,V,
Coóc tẩu,Góc dưới,E,
Rạn,Chạn,Np,
Rạn,gác,M,
Héc,Chảo,Np,
Pát,Bát,Np,
Cợi,Tầng,N,
Cuôi,Sọt,Np,
Chậu,Dậu,Np,
Khương,Giỏ Cá,N,
Pjầu,Cơm tối,N,time
Ngài,Cơm trưa,N,time
Tẹm,phên để phơi,E,
tằng pài,Buổi chiều,N,time
Pjái phjục,Trải chiếu,V,
Sắc hết,Chăm làm,Np,
Sắc slon,Chăm học,V,
ái chắc,Muốn biết,V,
ái mì,Muốn có,V,
Đăm mà,Tối đến,E,time
Pằng dạu,Bạn bè,N,
Oóc pi,Sang năm,V,time
Chàu-mì,Giàu có,M,
Cạ căn,Bảo nhau,V,
Y noi,làm theo,V,
Y noi,Bắt chước,M,
Chắc kin,Biết ăn,V,
Chắc dú,biết cư xử,V,
Pền cần,Nên người,V,
Slương điếp,Yêu quý,V,
Slống pây,Tiễn đi,V,
Bân đin,Trời đất,N,
Pù khau,Ngọn núi,N,place
Và nâng,Một sải tay,N,
Đét ón,Nắng ban mai,N,time
Bên liệng,Bay lượn,V,
Chắp,Đậu,V,
Khăn roọng,hót,M,
Khăn roọng,Gáy,Np,
Kha tàng,Ngả đường,V,place
Phua mìa,Vợ chồng,N,
Cần điếp,Người yêu,N,
On ún,ấm áp,V,
Co tào,Cây đào,V,
Co mặn,Cây mận,N,
Co lì,Cây lê,N,
Khua khước,Cười vui,V,
Slắng,Dặn dò,N,
Thất mừa,Quay về,E,
Pjạc mừ,Chia tay,V,
Khửn tàng,Lên đường,V,place
Au khươi,Lấy rễ,V,
Au lùa,Lấy dâu,V,
Hết phi,Đám ma,M,
Lan chài,Cháu trai,N,
"Ao, a","Chú, cô",Nc,
Tò mạy,Tìm kiếm cây,V,
xé,xẻ,V,
Lù,Lỗ,N,
Mùng pài,Lợp mái,V,
Rọm pha,Rào phên,N,
pỉng phầy,Dựng bếp lửa,N,
Ham,Khiêng,Np,
Xó,"luồn, xỏ",V,
Toóc,"Đóng, gõ",V,
Mạy chinh,Gỗ,N,
Boóng lù,Đục lỗ,N,
Pàng,Đẽo,Np,
lượi phjoóc,Chẻ lạt,N,
Tắp cà,Đánh cỏ gianh,V,
Phân,Mưa,N,
Quang,Nai,Np,
Nạn,Hươu,Np,
Pjói,"Thả, nhả",CH,
Au châư,Hít thở,V,
Nhoòng khẩu,Nhờ vào,E,
Chút,Đốt,Np,
Nặm noòng,Lũ lụt,M,
Lụp,"Khua, quét",Np,
Mò,Bò,N,
Cáy,Gà,N,
Khỏ khát,Nghèo khó,A,
Doỏng do,Chăm sóc,V,
"Quây, xẩư","Xa, gần",A,
Nhằng ón,Còn trẻ,V,
Mừa lăng,Về sau này,V,
Tả căn,Bỏ nhau,V,
Co toọc,Một cây,N,
Pé,Bể,Np,
Pé,hồ,N,place
Kha khuổi,Nhánh sông,N,place
Tat,Thác,Np,
Tốc,Rơi,Np,
Pjạc,Chia,Np,
Phja,Núi đá,N,place
cẳng,vượn,M,
Lình,Khỉ,N,
doát,nhảy nhót,V,
Pin,Leo trèo,V,
Slâư,Trong,E,
Slâư,sạch,A,
Lậc,Sâu,A,
Củng,Tôm,N,
Pò đin,Gò đất,N,
Cảng tuyện,Nói chuyện,V,
Mưa cón,Về trước,V,
Mưa cón,trước đây,P,
Me mải,Bà goá,N,
Vằn vằn,Ngày ngày,N,time
Ngoòng,Ngóng chờ,Np,
Hoong,Ngóng chờ,Np,
Mà lăng,Về sau,V,
Liệu,Chơi,V,
Tức kỳ,Chơi cờ,V,
Áp đang,Tắm,V,
Nghé lừa,Chiếc thuyền,N,
Vải lừa,Chèo thuyền,V,
"Chồm, ngòi",Xem,V,
Phắng,Bờ,N,
Càm kha,Đi bộ,V,
Khoái khoái,Nhanh nhanh,A,
Chồm phuông,Du lịch,N,
Xắc pày,Một lần,N,
ti phuông,Địa phương,N,place
Ti phương,Địa phương,N,place
Pjái giang,Trải nhựa,V,
Phiêng phít,Phẳng phiu,N,
Toỏng quân,Đóng quân,V,
Thâng hâư,Đến đâu,P,
Tập éo,Đường ngoặt,N,place
Cạm lính,Đèo dốc,N,
Ngoạc mà,Quay lại,V,time
Tua luồng,Con rồng,N,
Pạng lăng,Đằng sau,N,
Cổm hua,Cúi đầu,V,
Nắm mốc,Không dám,V,
Pây khoái,Đi nhanh,V,
Tặt hết,Đặt làm,V,
Tơi lăng,Đời sau,N,
Pjót,Vượt qua,V,
Pi noọng,Anh em,N,
Thiêng,Lán,Np,
Thiêng,chòi,M,
Queng tỉ,Xung quanh đó,P,
Càm tằng,Đi theo đường,V,place
Chang đin,Giữa vùng đất,N,place
thẳm,"hang, động",CH,place
xá,bầy,M,
xá,đàn,Nc,
mắc pjạ,con dao,N,
mác nhặc,đinh ba,N,
pưn nả,tên nỏ,N,
mjèm mừ,vòng đeo tay,N,
nịu xu,hoa tai,N,
khay slim,chân thành,M,
dung dang,vui mừng,M,
Soòng hà,xấp xỉ,A,
cốc,gốc,N,
tặt teo,sáng tác lại,V,
tài tảm,gan dạ,N,
tài tảm,dũng cảm,A,
rạ rạ,rào rào,M,
slân chua,sân châu,N,
tạng nguyên,trạng nguyên,V,
khuý mạ,cưỡi ngựa,V,
Mì noọng,Có em,V,
Mì né,Có chứ,T,
Dạ á,Vâng ạ,I,
Tải Dáng,đeo gươm,V,
Mốc Dắm,bụng quặn đau,V,
Dàu doạt,ẩm ướt,N,
Diếu hết,cố tình làm,V,
Đa rại,gây hờn dỗi,V,
Dăm pja,lặn bắt cá,V,
Đây đứa,hẳn hoi,A,
Đía xưa,thuở xưa,N,time
Hứa Fai,vã mồ hôi,V,
Fan cần,vạn người,N,
Chay Fặc,trồng bí,V,
Mạ Fằng,ngựa động đực,N,
Fặt fầy,bật lửa,V,
Fặt lền,bật dây mực,N,
Fựt chứ,bỗng nhớ,V,
Fựt lừm,chợt quên,V,
Hác hết,tự làm,P,
Ham mu,khiêng lợn,V,
Hảm ti,giữ chỗ,V,
Hang cáy,đuôi gà,N,
Hang bươn,cuối tháng,N,time
Hảng cắp,đặt bẫy,V,
Slan Háng,đan thưa,V,
Phải Háng,vải thưa,V,
Hát ta,ghềnh sông,N,place
Heng Hép,giọng khàn,N,
Hướt phôn,mưa ngớt,N,
Kèng đang,nghiêng người,V,
Khảm tàng,sang đường,V,place
Khảm cấu,qua cầu,V,place
Khảm kéo,vượt đèo,V,place
Khảm pinh,khám bệnh,V,
Khang slút,căng màn,V,
Khang lền,chăng dây,N,
Khát châư,đứt hơi,V,
Nà Lả,lúa muộn,N,
Phja Lác,núi lở,V,place
